text,sentiment,source,dataset,datasource
inspiring art direction relentless interesting game design good combat system banner saga suffers lack variety fighting scenario slow caravan sequence solid kickstarter game show pedigree player might not get charmed particular setting,1,original,metacritic_critic,slow
element fit evolve provides brilliant experience similar predator movie well functioning mmo raid combined,1,original,metacritic_critic,slow
shadwen flawed experience enjoyable treat love stealth game interesting mechanic effective level design,0,original,metacritic_critic,slow
leaf u one important question make history create record,2,original,rotten-tomatoes_critics,slow
fun solid challenge lacking respect showing age sometimes unfair pointless vita specific control issue p,1,original,metacritic_critic,slow
film puzzling mix sentiment black humor load load nonsensical behavior,0,original,rotten-tomatoes_critics,slow
amalgamation claw katanas deserved superior cinematic package,1,original,rotten-tomatoes_critics,slow
one interview developer stated wanted start different project originally later decided police instead well sequel not slopwork way help feel certain lack enthusiasm concentration game creator,0,original,metacritic_critic,slow
total war warhammer lot fun keep complexity make total war title intimidating new player,2,original,metacritic_critic,slow
pick pair favorite weapon modifier standard run attack hell mode ship single gun scavenge along way maybe investigate weird mystery ship sometimes turn see new oddity bring run pure action romp heart robot infested ship packed many bullet laser mechanical assault critter wonder alien could lug solar system,1,original,metacritic_critic,slow
pleasingly menu troubled frustrating lag plagued interface launch debut episode often horrifically long loading time paris trimmed,2,original,metacritic_critic,slow
wale interactive tron like puzzle game great atmosphere compelling setting engaging concept ultimately not interesting play story lack pace substance puzzle lacking difficulty nuance especially given power used solve quickly become tiresome,0,original,metacritic_critic,slow
quick take absurdly bad,0,original,rotten-tomatoes_critics,slow
new fantasy setting offer huge spectacular battle new strategy world map greatly simplified,2,original,metacritic_critic,slow
bulky physical presence del toro give film momentum force,1,original,rotten-tomatoes_critics,slow
love iv put player first absolutely every new feature ability gifted player seems designed purely make game convenient enjoy fun play,2,original,metacritic_critic,slow
suitable young audience,1,original,metacritic_critic,slow
simply amazing journey still intriguing captivating year testament work really stand test time,2,original,metacritic_critic,slow
touching story decent gameplay enough lift valkyria revolution uncanny valley whole thing feel bit damn shame,0,original,metacritic_critic,slow
king quest rubble without cause character growing right eye subtle effective tonal shift odd gentleman also nailed script feel like standalone episode also connected episodic format whole still three tale go feeling pretty good king quest,2,original,metacritic_critic,slow
huge mostly date roster stone cold obsessed showcase mode fine tuned mycareer wwe series finally delivers best wrestling game since come pain,1,original,metacritic_critic,slow
magaro sarsgaard benesch chaplin dim light film trade shaky handed docu drama immediacy rather showy exposition,2,original,rotten-tomatoes_critics,slow
entertaining minimalist stealth action game ending way actually start rocking author spent time thus gave u game level could talking great experience not short lived experiment,0,original,metacritic_critic,slow
